nomor,ruangan,status_prioritas,nama,nik,waktu,status,created_at,updated_at,waktu_dilayani,waktu_total_sistem,riwayat_waktu
A59,poli_umum,4,Emily,4272045260724097,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:22",0,2637,"[{""waktu"":""0"",""waktu_dilayani"":567,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1401,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":348,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:19.000000Z""},{""waktu"":""0"",""waktu_dilayani"":321,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:21.000000Z""}]"
A60,poli_umum,4,Bob,1305579469573833,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:23",0,2545,"[{""waktu"":""0"",""waktu_dilayani"":514,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1402,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:18.000000Z""},{""waktu"":""0"",""waktu_dilayani"":399,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:20.000000Z""},{""waktu"":""0"",""waktu_dilayani"":230,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:22.000000Z""}]"
A61,poli_umum,4,Charlie,5359150802580972,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:24",0,2826,"[{""waktu"":""0"",""waktu_dilayani"":387,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:42.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1560,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:19.000000Z""},{""waktu"":""0"",""waktu_dilayani"":546,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:21.000000Z""},{""waktu"":""0"",""waktu_dilayani"":333,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:23.000000Z""}]"
A62,poli_umum,4,Emily,4562728756682185,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:25",0,2114,"[{""waktu"":""0"",""waktu_dilayani"":346,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":914,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:20.000000Z""},{""waktu"":""0"",""waktu_dilayani"":468,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:22.000000Z""},{""waktu"":""0"",""waktu_dilayani"":386,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:24.000000Z""}]"
A63,poli_umum,4,Sophia,1797145251684075,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:27",0,2463,"[{""waktu"":""0"",""waktu_dilayani"":344,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1409,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:21.000000Z""},{""waktu"":""0"",""waktu_dilayani"":529,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:23.000000Z""},{""waktu"":""0"",""waktu_dilayani"":181,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:25.000000Z""}]"
A64,poli_umum,4,Charlie,4334359505964295,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:28",0,2379,"[{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:50.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1131,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:22.000000Z""},{""waktu"":""0"",""waktu_dilayani"":493,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:24.000000Z""},{""waktu"":""0"",""waktu_dilayani"":277,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:27.000000Z""}]"
A65,poli_umum,4,Emma,4995303484262798,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:29",0,2576,"[{""waktu"":""0"",""waktu_dilayani"":594,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:52.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1128,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:24.000000Z""},{""waktu"":""0"",""waktu_dilayani"":407,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:26.000000Z""},{""waktu"":""0"",""waktu_dilayani"":447,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:28.000000Z""}]"
A66,poli_umum,4,Charlie,9348393121826825,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:30",0,2434,"[{""waktu"":""0"",""waktu_dilayani"":600,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":998,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:25.000000Z""},{""waktu"":""0"",""waktu_dilayani"":541,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:27.000000Z""},{""waktu"":""0"",""waktu_dilayani"":295,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:29.000000Z""}]"
A67,poli_umum,4,Alice,5565276505757120,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:31",0,2105,"[{""waktu"":""0"",""waktu_dilayani"":307,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:56.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1105,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:26.000000Z""},{""waktu"":""0"",""waktu_dilayani"":447,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:28.000000Z""},{""waktu"":""0"",""waktu_dilayani"":246,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:30.000000Z""}]"
A68,poli_umum,4,James,1254557528556953,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:32",0,3042,"[{""waktu"":""0"",""waktu_dilayani"":469,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:29:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1560,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:27.000000Z""},{""waktu"":""0"",""waktu_dilayani"":544,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:29.000000Z""},{""waktu"":""0"",""waktu_dilayani"":469,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:31.000000Z""}]"
A69,poli_umum,4,Emma,9956296613197593,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:33",0,2368,"[{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:03.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1133,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:28.000000Z""},{""waktu"":""0"",""waktu_dilayani"":528,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:30.000000Z""},{""waktu"":""0"",""waktu_dilayani"":229,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:32.000000Z""}]"
A70,poli_umum,4,Bob,2130099821825645,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:35",0,2367,"[{""waktu"":""0"",""waktu_dilayani"":533,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:31.000000Z""},{""waktu"":""0"",""waktu_dilayani"":940,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:32.000000Z""},{""waktu"":""0"",""waktu_dilayani"":460,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":434,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:34.000000Z""}]"
A71,poli_umum,4,Oliver,8090258369937073,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:37",0,2367,"[{""waktu"":""0"",""waktu_dilayani"":489,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:32.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1074,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":380,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":424,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:36.000000Z""}]"
A72,poli_umum,4,Jane,2072241852935492,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:39",0,2904,"[{""waktu"":""0"",""waktu_dilayani"":371,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:34.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1701,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":418,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":414,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:38.000000Z""}]"
A73,poli_umum,4,Bob,4755021255993437,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:41",0,2691,"[{""waktu"":""0"",""waktu_dilayani"":320,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1597,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":554,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:39.000000Z""},{""waktu"":""0"",""waktu_dilayani"":220,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:40.000000Z""}]"
A74,poli_umum,4,John,8031042324905753,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:43",0,2206,"[{""waktu"":""0"",""waktu_dilayani"":468,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":929,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:39.000000Z""},{""waktu"":""0"",""waktu_dilayani"":517,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":292,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:42.000000Z""}]"
A75,poli_umum,4,Oliver,5708133093905886,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:45",0,2125,"[{""waktu"":""0"",""waktu_dilayani"":396,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1036,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":436,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":257,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:44.000000Z""}]"
A76,poli_umum,4,Charlie,3317104434842621,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:47",0,3085,"[{""waktu"":""0"",""waktu_dilayani"":467,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:42.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1681,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:30:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":594,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T09:30:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":343,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:46.000000Z""}]"
B1,poli_gigi,4,Bob,9352442133854219,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:43",0,3480,"[{""waktu"":""0"",""waktu_dilayani"":1025,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1258,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1017,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":180,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:40.000000Z""}]"
B2,poli_gigi,4,Emma,9528516663857332,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:51",0,3127,"[{""waktu"":""0"",""waktu_dilayani"":1057,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:34.000000Z""},{""waktu"":""0"",""waktu_dilayani"":990,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:44.000000Z""},{""waktu"":""0"",""waktu_dilayani"":781,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":299,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:49.000000Z""}]"
B3,poli_gigi,4,Oliver,9245286314942299,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:58",0,3347,"[{""waktu"":""0"",""waktu_dilayani"":757,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1264,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1055,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":271,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:56.000000Z""}]"
B4,poli_gigi,4,John,9080264719728944,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:15",0,3578,"[{""waktu"":""0"",""waktu_dilayani"":791,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1424,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:05.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1061,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":302,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:13.000000Z""}]"
B5,poli_gigi,4,John,3927401234016524,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:21",0,3052,"[{""waktu"":""0"",""waktu_dilayani"":728,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1188,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":800,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:13.000000Z""},{""waktu"":""0"",""waktu_dilayani"":336,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:19.000000Z""}]"
B6,poli_gigi,4,Emma,4722834809557538,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:25",0,3325,"[{""waktu"":""0"",""waktu_dilayani"":800,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1584,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:15.000000Z""},{""waktu"":""0"",""waktu_dilayani"":720,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":221,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:23.000000Z""}]"
B7,poli_gigi,4,John,6921215781072662,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:37",0,3108,"[{""waktu"":""0"",""waktu_dilayani"":743,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1005,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:28.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1081,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:30.000000Z""},{""waktu"":""0"",""waktu_dilayani"":279,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:35.000000Z""}]"
B8,poli_gigi,4,John,5711569945236420,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:42",0,3119,"[{""waktu"":""0"",""waktu_dilayani"":645,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":997,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1000,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":477,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:40.000000Z""}]"
B9,poli_gigi,4,Jane,6247670165723551,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:52",0,3475,"[{""waktu"":""0"",""waktu_dilayani"":876,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1590,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":634,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":375,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:50.000000Z""}]"
B10,poli_gigi,4,Alice,3619509841941941,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:56",0,3651,"[{""waktu"":""0"",""waktu_dilayani"":926,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:28:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1578,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":818,""ruangan"":""poli_gigi"",""updated_at"":""2024-05-31T09:29:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":329,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:55.000000Z""}]"
C1,poli_kia,4,Emma,2165342502784744,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:45",0,3155,"[{""waktu"":""0"",""waktu_dilayani"":682,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1172,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":891,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":410,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:43.000000Z""}]"
C2,poli_kia,4,Alice,0468981449001633,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:53",0,3328,"[{""waktu"":""0"",""waktu_dilayani"":827,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:34.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1440,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":716,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":345,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:51.000000Z""}]"
C3,poli_kia,4,John,3892013793883751,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:59",0,3056,"[{""waktu"":""0"",""waktu_dilayani"":830,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1086,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":679,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":461,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:58.000000Z""}]"
C4,poli_kia,4,Emma,1129252434487160,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:09",0,2566,"[{""waktu"":""0"",""waktu_dilayani"":613,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1156,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":584,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:03.000000Z""},{""waktu"":""0"",""waktu_dilayani"":213,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:08.000000Z""}]"
C5,poli_kia,4,Charlie,6902184204940639,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:23",0,3441,"[{""waktu"":""0"",""waktu_dilayani"":536,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1776,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:14.000000Z""},{""waktu"":""0"",""waktu_dilayani"":894,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:15.000000Z""},{""waktu"":""0"",""waktu_dilayani"":235,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:21.000000Z""}]"
C6,poli_kia,4,John,2123954035664538,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:27",0,2895,"[{""waktu"":""0"",""waktu_dilayani"":546,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1248,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":679,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:19.000000Z""},{""waktu"":""0"",""waktu_dilayani"":422,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:25.000000Z""}]"
C7,poli_kia,4,Charlie,6504184170915136,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:32",0,3291,"[{""waktu"":""0"",""waktu_dilayani"":754,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1468,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:22.000000Z""},{""waktu"":""0"",""waktu_dilayani"":749,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:25.000000Z""},{""waktu"":""0"",""waktu_dilayani"":320,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:29.000000Z""}]"
C8,poli_kia,4,Sophia,4580986989751790,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:44",0,3784,"[{""waktu"":""0"",""waktu_dilayani"":796,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1613,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":899,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":476,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:42.000000Z""}]"
C9,poli_kia,4,Emma,9501139628284045,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:47",0,3577,"[{""waktu"":""0"",""waktu_dilayani"":660,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1760,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":679,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:45.000000Z""}]"
C10,poli_kia,4,Sophia,5934668814478309,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:29:58",0,3296,"[{""waktu"":""0"",""waktu_dilayani"":652,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1478,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":851,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:52.000000Z""},{""waktu"":""0"",""waktu_dilayani"":315,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:57.000000Z""}]"
C11,poli_kia,4,Alice,0918063559297586,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:00",0,3317,"[{""waktu"":""0"",""waktu_dilayani"":620,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:28:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1727,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":586,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:54.000000Z""},{""waktu"":""0"",""waktu_dilayani"":384,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:29:58.000000Z""}]"
C12,poli_kia,4,Jane,5856158742714664,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:03",0,2901,"[{""waktu"":""0"",""waktu_dilayani"":708,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1310,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":602,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":281,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:02.000000Z""}]"
C13,poli_kia,4,Charlie,9848245539009840,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:30:07",0,3476,"[{""waktu"":""0"",""waktu_dilayani"":770,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:29:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1375,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:29:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":859,""ruangan"":""poli_kia"",""updated_at"":""2024-05-31T09:30:00.000000Z""},{""waktu"":""0"",""waktu_dilayani"":472,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:30:05.000000Z""}]"
D1,poli_anak,4,Bob,9883908514795031,0,sudah_dilayani,"2024-06-05 00:00:00","2024-05-31 16:28:47",0,3217,"[{""waktu"":""0"",""waktu_dilayani"":887,""ruangan"":""poli_anak"",""updated_at"":""2024-05-31T09:28:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1311,""ruangan"":""lab"",""updated_at"":""2024-05-31T09:28:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":574,""ruangan"":""poli_anak"",""updated_at"":""2024-05-31T09:28:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":445,""ruangan"":""apotik"",""updated_at"":""2024-05-31T09:28:45.000000Z""}]"
